TARGET_B,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner dummy,NUMCHLD,INCOME,gender dummy,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT
0,0,0,1,0,1,1,3,1,8,453,169,236,45,38,36,10,10,32,3,5.142857143
0,0,1,0,0,1,1,4,0,3,502,324,376,14,83,310,13,10,31,1,7.56097561
0,0,0,0,1,1,1,5,1,8,881,421,471,3,35,44.78,10,2.5,34,3,4.975555556
1,0,0,1,0,1,1,7,1,0,298,72,94,75,72,222,21,19,31,10,13.875
1,1,0,0,0,1,1,5,1,7,1218,613,689,0,69,127,10,10,30,20,9.071428571
0,0,0,1,0,1,1,5,1,8,719,442,446,9,56,151,12,9,32,1,8.388888889
1,0,1,0,0,1,1,3,1,7,724,399,443,2,59,180,19,10,28,8,7.826086957
1,0,1,0,0,1,2,2,0,1,339,221,275,20,42,55,6,6,29,1,5.5
0,0,0,1,0,0,1,3,0,8,732,257,325,30,58,87,7,6,29,10,5.8
1,0,1,0,0,1,1,4,1,8,1246,354,425,5,60,94,6,5,30,13,4.476190476
1,0,1,0,0,0,1,1,0,4,442,315,343,24,52,134,20,20,30,10,16.75
0,0,0,0,1,0,1,2,1,8,506,319,355,11,24,40,20,10,35,5,13.33333333
1,0,0,1,0,1,1,5,1,8,293,212,265,31,40,47,15,15,37,5,9.4
1,0,0,1,0,1,1,4,0,3,468,313,337,8,66,84,5,5,30,3,4.2
1,0,0,0,1,1,1,3,1,8,1136,246,344,39,24,25,10,5,33,8,6.25
1,0,0,0,1,1,1,2,1,8,1772,418,492,3,30,30,15,15,36,10,10
1,0,1,0,0,1,1,5,1,8,942,453,472,5,52,77,20,15,33,9,12.83333333
1,0,0,0,1,0,1,5,0,7,2387,516,514,15,55,175,25,20,37,7,21.875
0,0,0,1,0,0,1,2,0,0,427,132,208,57,76,178,12,10,30,3,6.846153846
1,0,0,1,0,0,1,1,1,1,504,208,253,31,63,100,20,15,37,9,14.28571429
1,1,0,0,0,1,1,4,1,8,758,264,312,18,51,84,13,13,31,7,7
1,1,0,0,0,1,1,5,1,7,1739,391,409,8,51,105,9,7,32,9,6.5625
1,0,0,1,0,1,1,7,1,8,1325,727,743,4,25,31,7,7,29,6,6.2
1,0,0,0,1,1,1,2,1,8,935,301,316,23,16,20,20,20,36,5,20
0,0,1,0,0,1,1,4,0,8,503,399,403,14,59,136,15,12,30,4,8.5
1,0,1,0,0,1,1,4,1,8,802,457,492,4,48,72,12,3,19,14,8
1,0,1,0,0,1,1,7,0,2,525,317,372,17,33,53,11,9,29,9,8.833333333
0,0,0,0,1,1,1,4,1,6,580,233,281,20,62,244,22,21,36,6,15.25
1,1,0,0,0,1,1,2,1,9,1150,573,653,3,48,120.65,25,10,29,7,10.96818182
1,0,0,0,1,1,1,6,0,9,5932,1434,1142,2,59,183,15,15,34,3,9.631578947
0,0,0,0,1,1,1,4,1,8,1273,457,490,2,54,115,25,25,32,1,19.16666667
1,0,0,0,1,1,1,4,1,8,973,366,381,6,18,15,15,15,37,5,15
1,1,0,0,0,1,2,6,0,1,672,192,221,34,72,188,25,20,33,15,12.53333333
1,1,0,0,0,1,1,5,0,8,1669,435,525,8,54,94,10,7,28,2,7.230769231
1,0,0,1,0,0,1,3,1,8,598,267,325,25,24,51,10,10,31,1,8.5
0,0,1,0,0,0,1,2,1,1,396,247,275,24,54,115,9,5,37,2,4.791666667
1,0,0,1,0,1,1,4,1,7,568,416,470,15,48,52,15,15,34,13,10.4
0,0,0,1,0,1,1,7,0,9,2709,787,873,1,33,60,25,25,31,11,15
1,0,1,0,0,1,1,4,1,4,633,317,406,9,40,63,12,12,29,9,9
1,0,0,0,1,1,1,5,1,4,554,292,306,14,71,188,20,20,36,20,17.09090909
1,1,0,0,0,1,1,2,1,8,1222,424,494,9,29,33,6,3,17,4,4.125
0,0,1,0,0,1,2,7,0,8,1100,469,528,7,15,20,20,20,37,5,20
0,0,0,0,1,1,1,3,0,8,1474,303,366,30,22,50,50,50,36,5,50
0,0,0,0,1,1,1,5,0,8,2045,462,494,15,25,35,10,10,31,3,8.75
1,1,0,0,0,1,1,4,1,8,721,269,333,23,63,57,7,7,29,5,3.8
0,0,0,1,0,1,1,7,0,8,1568,520,596,1,45,99,27,27,37,5,24.75
1,0,0,0,1,1,1,7,1,8,2184,655,709,2,34,52,9,6,30,5,6.5
1,1,0,0,0,1,1,3,1,8,1217,297,368,18,27,86,16,10,31,1,12.28571429
0,0,0,0,1,0,1,4,1,8,282,305,338,29,25,75,50,50,37,4,37.5
1,1,0,0,0,0,1,5,1,8,1519,650,705,7,49,91,15,10,35,5,7.583333333
0,0,0,1,0,1,1,1,0,4,927,446,442,8,56,86,10,10,37,7,6.615384615
0,0,0,1,0,1,1,5,1,8,735,368,406,10,27,31,15,15,29,10,10.33333333
0,0,0,1,0,1,1,4,1,5,645,298,362,18,55,89,10,10,28,17,8.090909091
1,0,1,0,0,1,1,4,0,8,617,367,399,12,21,34,12,12,31,6,11.33333333
1,1,0,0,0,1,1,6,0,7,1345,508,616,8,73,106.75,7,4,28,14,4.105769231
1,0,1,0,0,1,1,4,1,8,894,473,496,5,32,42,7,7,32,3,5.25
0,0,0,1,0,0,1,5,1,8,1233,620,678,0,31,33,20,20,35,9,11
1,0,0,1,0,1,1,5,1,2,643,210,255,35,76,169,20,20,36,8,11.26666667
1,0,0,1,0,1,2,3,1,3,444,233,247,8,45,50,15,15,29,44,10
1,0,0,0,1,1,1,4,1,5,788,266,312,20,45,152,20,20,31,17,12.66666667
0,0,1,0,0,1,1,5,1,8,855,516,534,0,15,15,15,15,37,5,15
1,0,1,0,0,1,1,4,1,3,303,294,338,17,51,181,25,10,18,6,12.92857143
1,0,0,1,0,1,1,2,0,4,205,345,363,5,80,112,12,11,32,10,8.615384615
1,1,0,0,0,1,1,4,1,8,744,304,355,18,26,26,10,6,28,5,6.5
0,0,0,0,1,1,1,4,1,2,1800,289,324,22,44,91,25,25,25,5,18.2
0,0,1,0,0,1,1,5,1,8,567,359,372,6,24,31,7,7,30,5,6.2
1,0,0,0,1,1,1,4,1,8,2194,314,395,17,34,46,20,20,36,7,15.33333333
1,0,0,0,1,1,1,6,0,8,1413,445,466,3,38,50,10,10,32,9,5
0,0,0,0,1,1,1,3,1,8,732,470,459,4,74,187,21,16,29,5,11
1,0,0,0,1,1,1,2,1,8,996,241,263,21,36,55,8,8,30,5,6.111111111
0,1,0,0,0,0,4,2,0,8,1122,296,380,20,18,25,25,25,37,5,25
1,1,0,0,0,1,1,2,1,3,407,240,287,32,47,186,60,50,34,5,37.2
1,1,0,0,0,0,1,6,0,8,1614,667,744,2,28,47,32,32,37,8,15.66666667
1,0,0,0,1,1,1,6,0,8,3877,669,729,0,53,83,20,20,37,3,11.85714286
0,0,0,0,1,1,1,6,0,8,5625,1053,1023,2,79,257,12,6,31,8,6.58974359
1,0,0,1,0,1,1,5,1,8,801,545,566,7,40,70,7,7,31,5,5.833333333
0,0,1,0,0,1,1,6,0,5,656,341,388,4,41,110,10,10,30,2,10
0,0,1,0,0,0,1,3,0,2,466,215,250,30,74,122,8,5,32,8,4.692307692
1,0,1,0,0,0,1,2,0,8,484,328,355,17,71,106,10,10,30,4,5.3
1,1,0,0,0,1,1,3,1,6,990,380,432,8,69,163,12,12,33,3,8.578947368
1,0,0,1,0,1,1,5,0,7,728,357,376,10,44,132,25,25,37,9,16.5
1,0,0,0,1,1,1,6,0,0,1213,401,449,16,40,186,31,31,31,6,26.57142857
0,0,0,0,1,0,1,2,1,4,2254,362,374,10,39,77,11,10,30,5,7.7
1,0,0,0,1,1,1,1,0,2,710,249,328,26,85,153,7,7,24,3,5.1
0,1,0,0,0,1,1,4,1,8,513,185,199,44,124,246.21,16,9,26,1,5.862142857
0,1,0,0,0,1,1,3,0,7,698,433,495,3,64,118,25,15,17,16,14.75
1,0,0,0,1,1,2,6,1,8,761,383,423,6,56,135,16,16,29,4,9
0,1,0,0,0,1,1,2,1,4,585,322,340,13,54,121,15,15,33,14,11
0,0,0,0,1,1,1,4,1,8,4993,675,770,5,40,44,7,4,31,25,4.888888889
1,1,0,0,0,0,1,1,0,3,799,288,351,10,52,152,25,12,31,7,12.66666667
1,0,0,1,0,1,1,5,1,9,1785,663,737,4,44,58,20,20,37,10,14.5
0,0,1,0,0,0,1,1,1,6,655,423,467,4,61,68,5,4,32,3,3.4
0,0,0,1,0,0,1,3,0,7,727,348,426,8,38,67,17,17,34,3,13.4
1,1,0,0,0,1,1,4,0,3,1036,275,319,20,82,202,15,8,30,11,6.3125
0,0,1,0,0,1,1,4,1,6,596,330,345,8,74,130,20,10,30,8,6.842105263
0,0,0,1,0,1,1,3,0,8,566,352,407,10,57,107,20,20,37,2,8.230769231
0,0,1,0,0,1,1,5,0,8,278,208,247,30,24,94,17,17,30,10,15.66666667
1,0,0,0,1,1,1,6,1,9,3761,768,826,2,80,311.07,60,60,33,2,8.887714286
1,0,1,0,0,1,1,4,1,8,407,172,266,40,31,64,12,12,31,4,10.66666667
0,1,0,0,0,0,1,4,0,8,689,285,329,20,25,32,10,10,29,5,8
1,0,0,0,1,1,1,4,1,3,2842,305,376,21,58,158,11,10,32,3,7.523809524
0,0,0,1,0,0,1,1,1,8,366,213,253,30,64,213,20,5,31,2,10.65
1,0,1,0,0,1,1,4,1,8,593,307,349,9,34,55,10,10,35,6,9.166666667
0,0,1,0,0,1,1,4,1,8,833,441,484,7,61,94,15,8,29,7,7.230769231
0,0,0,1,0,1,1,5,1,8,622,421,454,18,39,93,10,5,34,8,5.470588235
1,1,0,0,0,0,1,6,0,4,721,269,333,23,67,111,20,20,36,2,9.25
1,0,0,0,1,1,1,2,1,8,1169,363,404,6,27,29,10,5,28,2,4.833333333
0,0,0,0,1,0,1,4,1,8,2560,413,538,5,25,74,24,20,31,3,18.5
1,1,0,0,0,1,2,4,1,3,860,282,312,16,37,104,15,10,31,14,10.4
1,0,0,1,0,1,1,4,1,8,2932,767,835,8,25,30,10,10,29,5,7.5
0,0,0,0,1,1,1,2,1,8,3157,507,625,9,28,47,15,15,32,10,11.75
0,0,0,1,0,0,1,2,1,2,319,169,212,45,134,5674.9,375,27,33,0,23.94472574
1,0,0,0,1,1,1,5,1,3,1066,323,396,8,58,186,18,15,30,5,11.625
1,1,0,0,0,1,1,4,1,1,521,276,294,27,110,186,11,10,35,8,6
0,0,0,0,1,1,1,4,0,8,794,241,293,26,24,50,15,10,31,3,10
1,0,0,1,0,1,1,5,0,8,567,318,363,8,33,32,5,5,31,1,3.555555556
0,1,0,0,0,1,4,6,0,8,1714,955,944,0,25,29,10,10,31,1,7.25
1,0,0,0,1,1,1,6,0,9,5855,1211,1085,2,43,180,40,40,30,9,20
0,1,0,0,0,1,2,6,1,8,837,366,434,10,18,18,15,15,36,6,9
1,0,0,0,1,0,1,2,1,1,806,223,277,29,59,247,26,26,29,3,15.4375
1,0,0,1,0,1,1,4,0,0,727,293,339,21,70,89,10,10,31,2,6.846153846
1,1,0,0,0,1,1,4,1,5,923,343,403,13,48,124,20,20,37,4,17.71428571
0,0,0,0,1,1,1,5,1,8,747,342,340,9,24,39,15,14,32,5,13
0,0,0,1,0,1,1,2,0,1,374,317,349,17,71,83.3,10,5,30,4,4.9
1,0,0,0,1,1,1,3,0,8,1238,318,396,7,29,82,15,15,31,2,10.25
0,0,1,0,0,1,4,2,1,8,230,97,171,58,23,47,35,35,30,6,15.66666667
0,0,0,1,0,0,1,1,1,8,427,289,302,20,18,30,10,5,30,5,6
0,0,0,0,1,1,1,2,0,4,778,277,325,19,44,310,50,50,34,2,28.18181818
0,0,0,0,1,1,1,3,1,7,1488,366,407,6,49,135,11,9,37,2,9
1,0,0,0,1,1,1,6,1,3,1137,324,352,20,98,406,15,14,29,4,8.826086957
1,0,1,0,0,1,3,7,0,8,886,436,528,21,53,73,5,5,29,12,4.866666667
1,1,0,0,0,0,1,2,1,8,521,282,357,12,14,25,25,25,37,5,25
1,0,0,0,1,1,1,7,0,5,689,280,326,31,58,190,15,10,37,3,9.5
0,0,0,1,0,0,1,2,0,3,517,270,318,25,40,50,25,25,37,27,16.66666667
1,0,0,0,1,0,1,5,1,5,735,310,358,14,74,74,5,3,30,7,3.083333333
1,0,1,0,0,1,1,4,1,5,484,314,347,13,51,140,12,7,32,10,8.235294118
1,0,0,0,1,1,1,5,1,8,1225,484,570,6,29,46,7,5,34,2,5.75
1,0,1,0,0,1,1,4,1,8,494,397,388,9,58,117,20,20,31,7,11.7
1,0,0,0,1,1,1,4,1,0,614,166,182,44,68,267,30,6,30,2,9.888888889
1,1,0,0,0,1,1,3,1,8,746,305,377,17,55,95,10,10,28,9,5.9375
0,1,0,0,0,1,2,4,1,8,834,286,317,16,23,33,6,6,30,5,5.5
1,0,1,0,0,1,1,7,1,8,2174,1010,987,2,22,45,25,25,34,2,22.5
0,0,0,1,0,1,1,2,1,8,749,357,400,19,24,65,25,25,30,3,21.66666667
1,1,0,0,0,1,1,4,1,3,1105,496,599,2,58,202,10,7,17,3,6.733333333
0,0,0,0,1,1,1,5,0,3,607,292,310,24,55,101,12,12,31,8,10.1
1,0,1,0,0,1,1,3,0,8,718,313,364,14,49,66,9,9,31,3,6
1,0,0,0,1,1,1,6,1,8,1194,587,636,1,61,159,20,20,37,6,13.25
1,0,0,1,0,1,1,7,1,9,874,601,629,3,73,231,35,30,28,4,19.25
1,0,1,0,0,1,1,5,1,5,325,219,285,31,56,104,13,10,30,1,9.454545455
0,1,0,0,0,1,1,3,0,8,516,214,229,45,45,76,12,12,30,12,8.444444444
0,0,0,1,0,0,1,1,1,5,268,260,294,22,59,101,15,15,29,19,8.416666667
1,1,0,0,0,0,4,1,1,8,711,323,371,14,22,46,20,10,30,3,11.5
0,1,0,0,0,1,1,4,1,9,695,315,380,31,78,431,35,10,31,6,19.59090909
0,0,0,0,1,1,1,4,1,6,1046,329,358,10,70,169,16,10,31,13,10.5625
1,1,0,0,0,1,1,4,1,4,936,213,213,50,62,275,24,16,30,4,11.45833333
1,0,0,0,1,1,1,6,0,8,1398,471,471,3,132,286,20,15,22,6,9.225806452
1,0,0,1,0,1,1,2,1,3,321,180,258,33,50,68,16,16,36,11,13.6
1,0,0,1,0,1,1,4,0,8,464,391,432,7,101,257,17,14,30,5,11.68181818
1,0,1,0,0,1,1,3,1,0,573,321,351,18,108,164,10,9,31,0,5.290322581
1,0,0,0,1,0,1,3,1,8,639,326,323,28,24,49,15,10,28,3,12.25
1,0,0,0,1,1,1,1,1,0,875,268,350,18,66,104,15,15,29,11,11.55555556
1,0,0,1,0,0,1,2,1,8,596,279,353,21,62,62,7,3,29,9,3.444444444
1,0,1,0,0,0,1,2,0,1,395,217,269,29,63,64,6,6,31,9,3.555555556
1,0,1,0,0,1,1,5,0,1,444,209,255,28,61,130,15,13,36,7,10.83333333
1,0,0,1,0,0,1,1,0,8,232,120,209,57,40,100,8,6,33,1,5.555555556
0,0,0,1,0,0,1,1,1,4,488,304,327,12,39,93,25,25,28,4,11.625
1,1,0,0,0,1,1,2,1,2,871,244,299,24,56,114,14,10,31,6,10.36363636
1,1,0,0,0,1,1,4,1,8,644,361,365,11,31,66,12,12,31,6,11
0,0,0,1,0,1,1,4,0,8,571,338,380,6,27,34,12,10,32,6,8.5
0,0,1,0,0,1,1,2,0,3,621,254,318,27,65,60,6,5,34,4,4
1,0,0,0,1,1,1,4,0,6,0,68,89,90,58,82,6,6,30,2,4.555555556
0,1,0,0,0,1,1,1,0,8,1473,302,353,11,39,67,10,10,30,4,7.444444444
1,0,0,1,0,1,1,1,1,8,709,349,415,5,22,26,16,16,36,7,13
1,0,0,0,1,1,1,4,1,1,1351,462,439,8,36,49,6,4,35,5,4.454545455
1,0,0,1,0,1,1,4,0,3,657,272,329,24,49,74,10,10,31,4,7.4
0,1,0,0,0,1,1,6,0,8,1305,525,588,2,27,32,11,6,31,8,8
0,0,0,1,0,1,1,7,1,8,2225,839,900,0,20,47,27,27,28,9,23.5
0,0,0,0,1,1,1,2,1,1,741,253,262,22,87,377.57,18,14,28,2,9.936052632
1,0,1,0,0,1,1,4,1,1,395,266,307,24,42,107,25,3,28,2,15.28571429
1,1,0,0,0,1,1,4,1,6,879,340,436,4,38,37,5,5,30,9,4.111111111
1,0,0,0,1,1,1,4,1,8,2015,439,475,6,74,132.5,8,5,31,4,5.3
0,0,0,0,1,1,1,2,0,2,777,282,312,9,44,70,15,15,36,8,11.66666667
1,0,1,0,0,1,1,1,1,7,737,317,399,10,70,165,8,8,20,2,4.852941177
0,0,0,0,1,1,1,4,0,4,873,322,376,9,62,108,14,10,31,12,9.818181818
0,1,0,0,0,1,1,4,0,8,1041,466,527,4,57,191,10,10,31,5,8.304347826
0,0,0,0,1,1,1,2,1,5,792,280,296,23,81,235,20,10,32,3,9.791666667
0,0,1,0,0,0,1,2,1,1,461,168,264,44,81,124,15,15,37,3,8.857142857
1,0,1,0,0,0,1,1,0,5,546,385,423,12,73,140,20,10,31,4,7
0,0,0,1,0,0,1,2,1,5,859,370,444,7,76,298,37,37,32,6,18.625
0,0,0,1,0,1,1,4,1,8,883,446,480,11,67,99,20,20,34,13,9.9
0,1,0,0,0,0,1,4,1,8,847,438,499,9,91,94,11,9,29,5,6.714285714
0,1,0,0,0,1,1,4,1,5,501,255,250,29,91,556,15,10,30,7,8.825396825
1,0,0,0,1,1,1,7,1,9,1665,579,635,0,53,61,25,25,37,34,12.2
0,0,1,0,0,1,1,5,0,8,734,369,400,12,38,66,11,8,29,13,8.25
1,0,0,1,0,0,1,2,0,7,1293,531,590,8,59,400,58,52,34,7,36.36363636
1,0,0,1,0,1,1,5,1,9,1123,600,648,2,54,70,15,15,33,16,10
0,1,0,0,0,1,1,6,1,9,1397,609,656,3,69,124,12,10,36,4,7.294117647
0,0,0,1,0,1,1,3,1,7,672,433,479,2,76,243,20,20,29,13,13.5
0,1,0,0,0,0,1,1,0,5,952,360,424,16,39,69,15,15,36,6,11.5
1,0,1,0,0,1,1,2,1,8,903,457,489,3,63,245,20,10,35,17,11.13636364
0,0,0,0,1,1,1,5,0,5,1133,388,394,12,65,103,10,9,36,13,6.866666667
0,0,0,0,1,1,1,3,1,1,732,261,298,23,78,145,10,5,32,6,6.304347826
1,1,0,0,0,1,1,3,0,4,737,254,296,18,63,132,13,5,31,26,7.333333333
0,0,1,0,0,0,1,4,1,8,852,504,533,6,56,183,30,25,37,8,18.3
0,0,0,0,1,0,1,3,1,8,1348,448,536,9,25,27,10,10,31,8,6.75
1,1,0,0,0,0,1,7,1,8,382,198,236,34,32,45,10,10,30,2,7.5
1,0,0,0,1,0,1,1,1,4,542,241,304,18,94,261,15,12,30,1,10.875
0,0,0,0,1,1,1,3,0,0,569,77,121,85,47,54,21,21,36,16,13.5
1,0,0,0,1,1,1,4,1,8,1044,366,393,10,68,92,8,3,28,3,3.407407407
0,0,0,0,1,1,1,1,1,4,1172,473,608,0,112,322.25,20,10,17,5,4.475694444
0,0,0,0,1,1,1,6,0,3,759,295,336,22,48,77,20,20,37,5,15.4
1,0,0,1,0,1,1,5,0,8,1530,759,813,2,66,83,7,7,28,17,5.1875
1,0,0,0,1,1,1,7,0,8,2088,804,905,0,59,147,11,11,30,5,7.736842105
1,1,0,0,0,1,1,7,0,8,616,317,362,4,52,60,5,5,30,2,4
1,1,0,0,0,1,1,4,0,8,850,457,463,4,39,43,10,3,30,8,4.3
0,0,0,1,0,1,1,5,1,9,1080,580,636,2,44,72,21,21,37,13,14.4
0,0,0,0,1,1,1,4,1,1,1166,358,406,18,41,45,5,5,29,1,5
1,0,0,1,0,0,1,4,0,9,858,564,571,3,46,68,14,4,32,6,8.5
1,0,0,0,1,1,1,2,1,5,1729,403,439,14,34,48,5,3,29,3,4
0,0,0,0,1,1,1,5,1,9,5093,906,923,5,47,88,10,10,30,7,8
1,0,0,0,1,0,1,1,1,8,1099,470,496,6,25,45,15,15,37,3,11.25
0,0,0,0,1,1,1,7,0,8,5335,689,812,15,39,100,100,100,37,5,100
0,0,0,0,1,1,1,5,1,8,5017,1034,1009,3,26,42,12,12,30,12,10.5
1,0,1,0,0,1,1,7,1,8,935,536,606,7,25,85,75,75,36,6,42.5
1,0,0,0,1,1,1,5,1,5,1848,416,528,11,70,233,11,11,29,4,6.852941177
0,1,0,0,0,1,1,7,1,8,1633,610,741,5,34,50,20,20,30,3,10
1,0,0,1,0,1,1,5,0,5,698,354,381,15,59,74,12,7,30,14,8.222222222
1,1,0,0,0,1,1,4,0,8,337,174,217,42,32,49,5,5,31,3,4.454545455
1,0,0,0,1,1,1,4,0,8,803,328,388,10,53,69,20,20,37,12,13.8
0,1,0,0,0,1,1,4,1,3,749,365,389,10,36,65,20,20,35,12,16.25
1,0,1,0,0,1,1,4,0,0,443,276,306,22,61,108,11,10,17,5,7.714285714
1,0,0,1,0,1,1,4,1,8,436,378,417,4,23,22,10,10,30,3,7.333333333
0,0,0,1,0,1,1,4,1,3,1021,463,533,0,108,430,14,10,30,0,10
1,1,0,0,0,1,1,4,1,6,576,361,373,13,49,69,15,15,29,7,9.857142857
1,0,0,0,1,0,1,1,1,5,2844,385,455,7,62,215,25,25,32,8,17.91666667
1,0,0,0,1,1,1,6,1,8,3233,658,754,3,36,45,15,15,24,3,15
0,0,0,1,0,1,1,4,1,6,501,267,279,23,50,179,17,16,30,4,11.93333333
0,0,1,0,0,1,1,4,1,3,606,263,305,21,75,160,15,15,35,19,10.66666667
0,0,0,0,1,1,1,5,0,8,1448,462,500,9,37,100,25,25,31,5,12.5
1,0,0,0,1,1,1,4,1,3,1991,353,380,5,51,108,20,16,34,15,13.5
0,0,0,0,1,0,1,3,0,1,1331,609,651,3,58,184,60,20,32,48,23
1,0,1,0,0,0,1,4,1,8,647,399,439,11,32,42,6,6,30,1,4.666666667
0,0,1,0,0,1,1,2,1,8,572,413,471,10,21,26,21,21,36,5,13
0,0,0,0,1,1,1,1,1,5,924,441,491,12,72,117,6,5,28,6,4.875
1,1,0,0,0,0,1,1,1,3,879,256,295,23,63,93,12,12,30,4,5.8125
1,0,0,1,0,1,1,6,0,8,572,336,359,8,20,22,10,10,31,3,7.333333333
0,0,1,0,0,1,1,7,0,7,578,296,344,16,48,65,25,20,37,12,21.66666667
0,0,0,0,1,0,1,1,1,0,163,125,174,64,71,120,14,13,36,10,8.571428571
0,1,0,0,0,1,1,2,0,8,625,363,438,6,22,33,20,20,37,5,16.5
0,0,0,0,1,1,1,4,1,6,1072,380,436,5,55,78,11,10,31,4,7.090909091
1,0,0,0,1,1,1,4,1,2,601,252,298,27,81,426,20,14,30,9,11.51351351
0,0,1,0,0,0,1,2,0,8,391,210,272,27,34,54,10,10,31,5,6
1,0,0,0,1,1,1,7,1,7,1095,462,459,11,62,153,20,20,36,24,17
1,0,1,0,0,1,1,4,1,5,520,373,378,3,55,87,5,5,31,5,3.222222222
1,0,0,0,1,0,1,1,0,8,4009,521,588,13,21,75,50,50,31,6,37.5
1,1,0,0,0,0,1,5,0,8,665,328,352,16,75,211.75,22,10,36,3,10.5875
0,0,0,0,1,0,1,3,0,7,1117,454,459,9,128,265,11,11,34,6,8.548387097
0,0,1,0,0,1,1,4,1,8,1100,449,519,6,33,50,11,11,28,8,8.333333333
0,0,0,1,0,1,1,5,1,8,578,358,404,12,77,238,20,20,31,0,5.666666667
1,0,0,0,1,0,1,3,0,0,473,215,259,27,44,103,15,14,28,14,6.866666667
0,1,0,0,0,0,1,1,1,7,858,385,451,16,73,103,10,10,32,6,6.058823529
1,0,0,1,0,1,1,4,0,8,510,256,311,25,35,52,10,10,30,3,8.666666667
0,0,0,0,1,1,1,6,1,8,2307,474,525,7,27,32,6,6,29,1,5.333333333
0,0,0,0,1,1,1,3,1,2,826,314,406,17,54,63,5,5,31,3,3.705882353
0,0,0,1,0,0,1,2,1,4,514,234,293,35,89,687,25,25,28,9,17.61538462
1,0,0,1,0,0,1,3,1,8,875,451,510,13,37,118,20,15,37,2,13.11111111
0,1,0,0,0,0,2,1,1,8,551,284,320,21,37,108,20,15,31,2,13.5
1,0,0,0,1,1,1,2,1,6,1273,409,481,5,50,83,12,12,32,18,8.3
0,0,0,0,1,0,1,4,1,8,483,217,270,28,28,38,12,12,34,7,9.5
0,0,0,0,1,1,1,4,1,7,2010,515,575,2,36,61,15,11,31,2,10.16666667
0,0,0,1,0,0,1,1,1,3,475,198,268,13,98,1111,56,50,30,1,31.74285714
1,0,1,0,0,1,1,6,0,8,946,465,535,3,26,76,25,21,28,7,19
0,1,0,0,0,1,1,1,0,8,971,524,532,5,51,80,20,20,35,9,13.33333333
1,0,0,0,1,1,1,6,1,8,0,0,0,0,59,143,20,10,37,20,8.9375
0,0,0,1,0,0,1,1,0,8,438,225,271,36,22,27,11,11,32,4,6.75
0,0,1,0,0,0,1,1,1,8,1577,476,564,7,39,56,20,20,37,12,14
1,0,0,0,1,0,1,2,1,3,1921,351,413,18,72,128,10,3,31,22,4.923076923
0,0,0,0,1,1,1,4,1,8,767,207,277,27,47,71,10,6,32,2,5.916666667
0,0,0,0,1,0,1,3,1,4,609,313,337,18,65,139,15,10,36,12,9.928571429
1,1,0,0,0,1,1,4,1,8,0,0,0,0,25,45,10,8,30,2,6.428571429
1,0,0,0,1,1,2,6,0,8,1181,284,330,23,62,84,10,5,29,13,5.25
0,0,0,0,1,1,1,4,0,8,2062,519,568,2,15,15,15,15,37,5,15
0,0,0,0,1,1,1,4,1,0,696,297,348,18,65,79,8,4,29,10,4.9375
1,0,0,0,1,0,1,5,1,9,3388,871,913,0,44,125,40,40,31,2,20.83333333
0,0,1,0,0,1,1,6,1,8,1051,474,540,8,23,75,25,25,28,5,25
0,1,0,0,0,1,1,4,0,8,2859,649,759,7,27,67,25,22,32,5,22.33333333
1,0,0,0,1,1,1,7,0,9,3201,679,705,11,80,370,26,20,37,2,14.8
1,0,0,0,1,1,1,3,0,7,827,419,480,9,61,134.5,12,12,31,10,6.725
1,0,0,1,0,0,1,2,1,1,232,252,278,28,69,144,8,6,29,4,4.965517241
0,0,0,0,1,1,1,4,1,8,813,227,249,28,36,75,25,15,30,4,15
0,1,0,0,0,1,1,2,1,3,447,270,276,24,81,113,11,11,31,7,5.136363636
0,1,0,0,0,1,1,4,1,8,1096,436,456,8,26,45,20,20,31,5,15
0,0,0,0,1,1,1,4,1,8,2659,372,462,9,36,46,5,4,28,1,3.833333333
1,0,0,0,1,1,1,4,1,9,4373,814,919,6,53,127,11,11,29,3,8.466666667
0,1,0,0,0,1,1,1,0,3,428,240,261,28,64,276,10,8,31,3,7.885714286
1,0,1,0,0,0,1,6,1,3,592,282,291,20,75,109,10,3,34,2,3.516129032
0,0,0,1,0,1,1,4,0,7,978,351,396,15,50,72,21,21,36,5,18
0,0,0,0,1,1,1,4,0,3,1311,358,385,22,73,132,9,6,33,15,6.285714286
1,0,0,0,1,0,1,2,0,6,857,404,422,6,83,218,13,5,21,4,7.785714286
1,0,0,0,1,1,1,6,0,8,1160,596,610,0,33,54,13,13,29,7,9
1,1,0,0,0,1,1,5,1,8,928,458,492,7,23,41,16,15,31,3,13.66666667
0,1,0,0,0,1,1,4,1,8,766,313,342,28,39,155,40,20,29,12,17.22222222
0,0,1,0,0,1,1,5,0,8,353,275,281,23,32,57,15,10,30,3,9.5
0,1,0,0,0,1,1,4,1,7,1489,503,679,10,75,95.5,5,5,31,7,3.080645161
1,0,0,0,1,1,1,2,0,2,723,311,343,14,51,169,100,100,30,8,12.07142857
0,0,1,0,0,1,1,4,1,7,717,253,312,30,84,210.5,16,7,30,2,7.25862069
