TARGET_B,ZIPGROUP,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner dummy,NUMCHLD,INCOME,gender dummy,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT,LN_HV,LN_Icmed,LN_Icavg,LN_IC15,LN_NUMPROM,LN_RAMNTALL,LN_MAXRAMNT,LN_LASTGIFT,LN_totalmonths,LN_TIMELAG,_LN_AVGGIFT
1,5,0,0,0,1,1,1,4,1,8,1091,164,244,42,23,45,20,20,31,4,15,6.994849986,5.099866428,5.497168225,3.737669618,3.135494216,3.80666249,2.995732274,2.995732274,3.433987204,1.386294361,2.708050201
1,3,0,1,0,0,0,1,4,0,5,419,351,363,15,86,229,12,4,28,10,6.189189189,6.03787092,5.860786223,5.894402834,2.708050201,4.454347296,5.433722004,2.48490665,1.386294361,3.33220451,2.302585093,1.822804091
0,2,1,0,0,0,1,1,5,1,7,502,334,346,17,53,83,20,20,33,9,10.375,6.21860012,5.811140993,5.846438775,2.833213344,3.970291914,4.418840608,2.995732274,2.995732274,3.496507561,2.197224577,2.339399066
0,5,0,0,0,1,1,1,4,1,4,1953,425,460,10,76,144,25,15,37,5,14.4,7.577121931,6.052089169,6.131226489,2.302585093,4.33073334,4.9698133,3.218875825,2.708050201,3.610917913,1.609437912,2.667228207
1,5,0,0,0,1,1,1,6,1,8,2523,471,571,5,16,20,20,20,37,5,20,7.833203949,6.154858094,6.34738921,1.609437912,2.772588722,2.995732274,2.995732274,2.995732274,3.610917913,1.609437912,2.995732274
0,4,0,0,1,0,0,1,6,1,2,461,222,258,34,48,69,15,15,34,8,11.5,6.133398043,5.402677382,5.552959585,3.526360525,3.871201011,4.234106505,2.708050201,2.708050201,3.526360525,2.079441542,2.442347035
1,5,0,0,0,1,1,1,4,1,8,1321,559,571,1,44,60,10,5,29,10,6,7.186144305,6.326149473,6.34738921,0,3.784189634,4.094344562,2.302585093,1.609437912,3.36729583,2.302585093,1.791759469
1,2,1,0,0,0,1,1,3,1,8,572,236,265,20,35,30,5,5,31,8,4.285714286,6.349138991,5.463831805,5.579729826,2.995732274,3.555348061,3.401197382,1.609437912,1.609437912,3.433987204,2.079441542,1.455287233
0,4,0,0,1,0,1,1,4,1,9,1074,600,640,1,62,125,20,15,31,7,12.5,6.979145275,6.396929655,6.461468176,0,4.127134385,4.828313737,2.995732274,2.708050201,3.433987204,1.945910149,2.525728644
1,4,0,0,1,0,1,1,2,0,7,1049,496,540,0,64,160,20,20,31,4,12.30769231,6.955592608,6.206575927,6.29156914,,4.158883083,5.075173815,2.995732274,2.995732274,3.433987204,1.386294361,2.510224458
0,5,0,0,0,1,1,1,6,1,8,1758,459,521,6,27,95,25,25,29,5,19,7.471932078,6.12905021,6.255750042,1.791759469,3.295836866,4.553876892,3.218875825,3.218875825,3.36729583,1.609437912,2.944438979
0,5,0,0,0,1,1,1,4,1,8,1411,296,372,10,51,79,10,10,29,11,7.181818182,7.252053952,5.690359454,5.918893854,2.302585093,3.931825633,4.369447852,2.302585093,2.302585093,3.36729583,2.397895273,1.97155258
0,2,1,0,0,0,1,1,3,1,2,433,262,307,21,56,99,11,7,37,7,5.823529412,6.070737728,5.568344504,5.726847748,3.044522438,4.025351691,4.59511985,2.397895273,1.945910149,3.610917913,1.945910149,1.761906506
0,4,0,0,1,0,0,1,3,1,5,260,264,325,17,71,135.5,5,4,28,5,3.011111111,5.560681631,5.575949103,5.783825182,2.833213344,4.262679877,4.90897164,1.609437912,1.386294361,3.33220451,1.609437912,1.102309151
0,5,0,0,0,1,1,1,7,0,8,1450,581,618,0,15,15,15,15,37,5,15,7.279318835,6.364750757,6.426488457,,2.708050201,2.708050201,2.708050201,2.708050201,3.610917913,1.609437912,2.708050201
1,2,1,0,0,0,1,1,5,1,7,477,319,364,0,69,89,10,10,35,7,5.235294118,6.167516491,5.765191103,5.897153868,,4.234106505,4.48863637,2.302585093,2.302585093,3.555348061,1.945910149,1.655423026
1,5,0,0,0,1,0,1,2,1,8,692,197,243,32,33,69,20,10,28,2,9.857142857,6.539585956,5.283203729,5.493061443,3.465735903,3.496507561,4.234106505,2.995732274,2.302585093,3.33220451,0.693147181,2.288196356
1,5,0,0,0,1,1,1,4,1,5,598,146,187,52,76,181,10,10,31,14,5.484848485,6.393590754,4.983606622,5.231108617,3.951243719,4.33073334,5.198497031,2.302585093,2.302585093,3.433987204,2.63905733,1.70198947
1,2,1,0,0,0,1,1,6,0,4,0,0,0,0,52,124,11,11,29,3,8.266666667,,,,,3.951243719,4.820281566,2.397895273,2.397895273,3.36729583,1.098612289,2.112231365
1,5,0,0,0,1,1,1,3,1,8,5588,812,903,3,33,41,10,5,28,5,4.1,8.62837672,6.69950034,6.805722553,1.098612289,3.496507561,3.713572067,2.302585093,1.609437912,3.33220451,1.609437912,1.410986974
1,2,1,0,0,0,1,1,3,1,2,528,263,279,22,71,110,10,10,36,12,6.875,6.269096284,5.572154032,5.631211782,3.091042453,4.262679877,4.700480366,2.302585093,2.302585093,3.583518938,2.48490665,1.927891644
0,3,0,1,0,0,1,1,4,1,0,584,143,207,51,53,69,10,10,29,17,5.75,6.369900983,4.96284463,5.332718793,3.931825633,3.970291914,4.234106505,2.302585093,2.302585093,3.36729583,2.833213344,1.749199855
0,4,0,0,1,0,0,1,3,1,8,2471,771,897,0,22,20,15,15,36,9,10,7.812378206,6.647688374,6.799055862,,3.091042453,2.995732274,2.708050201,2.708050201,3.583518938,2.197224577,2.302585093
0,2,1,0,0,0,0,1,2,1,8,417,358,324,0,23,35,15,15,32,7,11.66666667,6.033086222,5.880532986,5.780743516,,3.135494216,3.555348061,2.708050201,2.708050201,3.465735903,1.945910149,2.456735773
1,2,1,0,0,0,1,1,4,1,7,728,300,340,6,55,105,15,15,36,27,13.125,6.590301048,5.703782475,5.828945618,1.791759469,4.007333185,4.65396035,2.708050201,2.708050201,3.583518938,3.295836866,2.574518808
1,5,0,0,0,1,1,1,5,0,8,3679,403,448,9,55,45,5,5,29,5,3.461538462,8.210396255,5.998936562,6.104793232,2.197224577,4.007333185,3.80666249,1.609437912,1.609437912,3.36729583,1.609437912,1.241713132
1,5,0,0,0,1,1,1,5,1,7,894,381,419,3,69,108,16,10,23,12,10.8,6.795705775,5.942799375,6.03787092,1.098612289,4.234106505,4.682131227,2.772588722,2.302585093,3.135494216,2.48490665,2.379546134
0,4,0,0,1,0,1,1,4,0,7,1172,467,522,4,33,50,20,20,34,11,12.5,7.06646697,6.146329258,6.257667588,1.386294361,3.496507561,3.912023005,2.995732274,2.995732274,3.526360525,2.397895273,2.525728644
1,5,0,0,0,1,1,1,5,0,8,1565,508,534,3,61,51,7,7,30,9,3.642857143,7.355641103,6.230481448,6.280395839,1.098612289,4.110873864,3.931825633,1.945910149,1.945910149,3.401197382,2.197224577,1.292768303
0,5,0,0,0,1,1,1,3,0,7,676,363,431,9,94,168,11,7,34,13,8.842105263,6.516193076,5.894402834,6.06610809,2.197224577,4.543294782,5.123963979,2.397895273,1.945910149,3.526360525,2.564949357,2.179525
1,5,0,0,0,1,1,1,6,0,8,1939,511,523,5,14,25,25,25,35,5,25,7.569927655,6.23636959,6.259581464,1.609437912,2.63905733,3.218875825,3.218875825,3.218875825,3.555348061,1.609437912,3.218875825
1,2,1,0,0,0,1,1,5,1,8,509,299,323,17,58,78,10,6,30,13,5.571428571,6.232448017,5.700443573,5.777652323,2.833213344,4.060443011,4.356708827,2.302585093,1.791759469,3.401197382,2.564949357,1.717651497
1,5,0,0,0,1,1,1,5,1,2,1436,292,359,24,74,346,20,15,33,6,11.53333333,7.26961675,5.676753802,5.883322388,3.17805383,4.304065093,5.846438775,2.995732274,2.708050201,3.496507561,1.791759469,2.445241393
1,2,1,0,0,0,1,1,3,0,8,483,308,314,10,37,36,10,1,28,3,4,6.180016654,5.730099783,5.749392986,2.302585093,3.610917913,3.583518938,2.302585093,0,3.33220451,1.098612289,1.386294361
1,5,0,0,0,1,1,1,4,1,8,1663,347,399,15,41,103,10,8,32,5,7.923076923,7.416378479,5.84932478,5.988961417,2.708050201,3.713572067,4.634728988,2.302585093,2.079441542,3.465735903,1.609437912,2.069779631
0,5,0,0,0,1,1,1,2,1,0,531,141,159,54,34,36,16,16,37,6,9,6.274762021,4.94875989,5.068904202,3.988984047,3.526360525,3.583518938,2.772588722,2.772588722,3.610917913,1.791759469,2.197224577
0,3,0,1,0,0,1,1,1,0,3,559,316,371,12,69,114,21,12,19,5,11.4,6.326149473,5.755742214,5.916202063,2.48490665,4.234106505,4.736198448,3.044522438,2.48490665,2.944438979,1.609437912,2.433613355
1,2,1,0,0,0,1,1,4,1,6,694,358,386,15,72,119,7,4,28,5,4.958333333,6.542471961,5.880532986,5.955837369,2.708050201,4.276666119,4.779123493,1.945910149,1.386294361,3.33220451,1.609437912,1.601069663
1,5,0,0,0,1,1,1,5,0,8,457,307,338,18,24,29,7,7,29,3,5.8,6.124683391,5.726847748,5.823045895,2.890371758,3.17805383,3.36729583,1.945910149,1.945910149,3.36729583,1.098612289,1.757857918
1,3,0,1,0,0,0,1,4,1,8,897,533,605,2,21,29,10,9,29,7,7.25,6.799055862,6.278521424,6.405228458,0.693147181,3.044522438,3.36729583,2.302585093,2.197224577,3.36729583,1.945910149,1.981001469
1,4,0,0,1,0,1,1,5,0,4,1039,604,684,2,74,105,5,5,28,4,5,6.946013991,6.403574198,6.527957918,0.693147181,4.304065093,4.65396035,1.609437912,1.609437912,3.33220451,1.386294361,1.609437912
0,4,0,0,1,0,1,3,4,0,2,716,477,487,8,40,118,11,9,34,1,9.076923077,6.573680167,6.167516491,6.188264123,2.079441542,3.688879454,4.770684624,2.397895273,2.197224577,3.526360525,0,2.205735267
0,4,0,0,1,0,1,1,5,0,7,995,494,464,6,59,111,14,12,28,13,11.1,6.902742737,6.202535517,6.139884552,1.791759469,4.077537444,4.709530201,2.63905733,2.48490665,3.33220451,2.564949357,2.406945108
1,4,0,0,1,0,1,1,4,1,8,760,470,481,6,25,45,13,10,28,11,11.25,6.633318433,6.152732695,6.17586727,1.791759469,3.218875825,3.80666249,2.564949357,2.302585093,3.33220451,2.397895273,2.420368129
1,2,1,0,0,0,1,1,4,1,7,1028,418,494,5,60,218,11,10,36,4,7.785714286,6.935370446,6.035481433,6.202535517,1.609437912,4.094344562,5.384495063,2.397895273,2.302585093,3.583518938,1.386294361,2.052290553
0,4,0,0,1,0,1,1,4,0,4,709,512,526,4,57,81,15,15,32,14,11.57142857,6.563855527,6.238324625,6.265301213,1.386294361,4.043051268,4.394449155,2.708050201,2.708050201,3.465735903,2.63905733,2.448539006
0,5,0,0,0,1,0,1,2,0,8,1019,539,575,1,16,20,20,20,37,5,20,6.926577033,6.289715571,6.354370041,0,2.772588722,2.995732274,2.995732274,2.995732274,3.610917913,1.609437912,2.995732274
0,2,1,0,0,0,1,1,5,0,4,495,272,298,17,47,84,15,10,28,4,12,6.204557763,5.605802066,5.697093487,2.833213344,3.850147602,4.430816799,2.708050201,2.302585093,3.33220451,1.386294361,2.48490665
0,2,1,0,0,0,0,1,2,1,8,795,376,421,9,26,31,10,9,32,5,7.75,6.678342115,5.929589143,6.042632834,2.197224577,3.258096538,3.433987204,2.302585093,2.197224577,3.465735903,1.609437912,2.047692843
0,4,0,0,1,0,1,1,5,1,9,870,538,567,0,35,45,20,20,32,6,11.25,6.768493212,6.28785856,6.340359304,,3.555348061,3.80666249,2.995732274,2.995732274,3.465735903,1.791759469,2.420368129
1,2,1,0,0,0,1,1,5,0,8,580,264,319,20,39,110,11,8,30,4,8.461538462,6.363028104,5.575949103,5.765191103,2.995732274,3.663561646,4.700480366,2.397895273,2.079441542,3.401197382,1.386294361,2.135531008
1,5,0,0,0,1,1,1,4,0,9,3750,777,818,2,54,60,5,5,31,12,4.285714286,8.229511119,6.65544035,6.706862337,0.693147181,3.988984047,4.094344562,1.609437912,1.609437912,3.433987204,2.48490665,1.455287233
1,5,0,0,0,1,1,1,5,1,5,2229,473,483,8,74,197,14,14,30,7,8.565217391,7.709308333,6.159095388,6.180016654,2.079441542,4.304065093,5.283203729,2.63905733,2.63905733,3.401197382,1.945910149,2.147709513
0,4,0,0,1,0,1,1,5,1,7,1148,496,547,6,49,38,6,2,32,7,3.454545455,7.045776577,6.206575927,6.304448802,1.791759469,3.891820298,3.63758616,1.791759469,0.693147181,3.465735903,1.945910149,1.239690887
0,4,0,0,1,0,1,1,4,0,5,519,292,320,13,44,135,15,10,30,8,7.5,6.251903883,5.676753802,5.768320996,2.564949357,3.784189634,4.905274778,2.708050201,2.302585093,3.401197382,2.079441542,2.014903021
0,2,1,0,0,0,1,1,4,1,8,625,303,348,20,36,62,15,10,31,3,8.857142857,6.43775165,5.713732806,5.85220248,2.995732274,3.583518938,4.127134385,2.708050201,2.302585093,3.433987204,1.098612289,2.181224236
0,3,0,1,0,0,1,1,4,0,8,588,236,306,28,22,28,20,20,36,6,14,6.376726948,5.463831805,5.723585102,3.33220451,3.091042453,3.33220451,2.995732274,2.995732274,3.583518938,1.791759469,2.63905733
0,2,1,0,0,0,1,1,4,1,8,494,256,309,24,24,41,25,11,33,8,13.66666667,6.202535517,5.545177444,5.733341277,3.17805383,3.17805383,3.713572067,3.218875825,2.397895273,3.496507561,2.079441542,2.614959778
1,2,1,0,0,0,1,1,2,0,8,663,294,338,18,25,32,10,10,30,5,8,6.49677499,5.683579767,5.823045895,2.890371758,3.218875825,3.465735903,2.302585093,2.302585093,3.401197382,1.609437912,2.079441542
1,3,0,1,0,0,0,1,2,1,0,351,257,285,25,73,164,10,10,31,4,5.655172414,5.860786223,5.549076085,5.65248918,3.218875825,4.290459441,5.099866428,2.302585093,2.302585093,3.433987204,1.386294361,1.732570598
1,5,0,0,0,1,1,1,5,1,8,942,426,475,7,42,49,17,17,36,3,8.166666667,6.848005275,6.054439346,6.163314804,1.945910149,3.737669618,3.891820298,2.833213344,2.833213344,3.583518938,1.098612289,2.100060829
0,5,0,0,0,1,1,1,3,1,4,610,334,357,10,53,97,14,10,33,15,10.77777778,6.413458957,5.811140993,5.877735782,2.302585093,3.970291914,4.574710979,2.63905733,2.302585093,3.496507561,2.708050201,2.377486401
1,2,1,0,0,0,1,1,2,0,8,467,292,325,15,27,55,6,6,30,4,5,6.146329258,5.676753802,5.783825182,2.708050201,3.295836866,4.007333185,1.791759469,1.791759469,3.401197382,1.386294361,1.609437912
1,4,0,0,1,0,1,1,6,1,9,1451,575,662,3,67,107,10,10,30,15,8.230769231,7.280008253,6.354370041,6.495265556,1.098612289,4.204692619,4.672828834,2.302585093,2.302585093,3.401197382,2.708050201,2.107879477
0,4,0,0,1,0,1,1,1,1,1,370,193,246,30,66,95,11,7,31,3,6.333333333,5.913503006,5.262690189,5.505331536,3.401197382,4.189654742,4.553876892,2.397895273,1.945910149,3.433987204,1.098612289,1.84582669
1,4,0,0,1,0,1,1,5,1,8,542,303,384,11,31,45,10,10,30,5,5.625,6.295266001,5.713732806,5.950642553,2.397895273,3.433987204,3.80666249,2.302585093,2.302585093,3.401197382,1.609437912,1.727220948
0,5,0,0,0,1,1,1,6,0,6,2236,448,499,10,58,168,15,15,28,4,12,7.712443834,6.104793232,6.212606096,2.302585093,4.060443011,5.123963979,2.708050201,2.708050201,3.33220451,1.386294361,2.48490665
0,3,0,1,0,0,1,1,3,1,3,422,298,324,12,35,42,10,10,30,14,8.4,6.045005314,5.697093487,5.780743516,2.48490665,3.555348061,3.737669618,2.302585093,2.302585093,3.401197382,2.63905733,2.128231706
1,5,0,0,0,1,1,1,5,0,5,1231,387,435,9,79,143,16,15,29,8,11,7.115582126,5.958424693,6.075346031,2.197224577,4.369447852,4.96284463,2.772588722,2.708050201,3.36729583,2.079441542,2.397895273
0,5,0,0,0,1,1,1,6,1,8,2733,438,616,0,51,84,20,20,30,8,16.8,7.913155186,6.08221891,6.423246964,,3.931825633,4.430816799,2.995732274,2.995732274,3.401197382,2.079441542,2.821378886
1,4,0,0,1,0,1,1,4,1,8,461,249,287,30,23,40,20,10,28,3,13.33333333,6.133398043,5.517452896,5.659482216,3.401197382,3.135494216,3.688879454,2.995732274,2.302585093,3.33220451,1.098612289,2.590267165
1,5,0,0,0,1,1,1,4,0,6,2291,480,539,7,122,627,50,20,21,2,24.11538462,7.736743682,6.173786104,6.289715571,1.945910149,4.804021045,6.440946541,3.912023005,2.995732274,3.044522438,0.693147181,3.182850003
1,2,1,0,0,0,1,1,1,1,3,381,157,192,49,55,88,5,5,28,7,2.588235294,5.942799375,5.056245805,5.257495372,3.891820298,4.007333185,4.477336814,1.609437912,1.609437912,3.33220451,1.945910149,0.95097629
0,2,1,0,0,0,1,1,5,1,8,870,524,551,4,25,35,20,20,28,6,8.75,6.768493212,6.261491684,6.311734809,1.386294361,3.218875825,3.555348061,2.995732274,2.995732274,3.33220451,1.791759469,2.1690537
1,5,0,0,0,1,1,1,5,1,9,1122,584,633,7,79,505,75,40,32,12,42.08333333,7.022868086,6.369900983,6.450470422,1.945910149,4.369447852,6.224558429,4.317488114,3.688879454,3.465735903,2.48490665,3.739651779
0,5,0,0,0,1,0,1,1,1,8,2966,503,511,13,19,40,20,20,32,4,20,7.994969523,6.22059017,6.23636959,2.564949357,2.944438979,3.688879454,2.995732274,2.995732274,3.465735903,1.386294361,2.995732274
0,3,0,1,0,0,0,1,2,1,4,444,196,263,38,36,178,20,20,37,0,9.888888889,6.095824562,5.278114659,5.572154032,3.63758616,3.583518938,5.18178355,2.995732274,2.995732274,3.610917913,,2.291411792
1,5,0,0,0,1,1,1,6,1,8,2523,570,669,2,26,39,10,10,30,1,7.8,7.833203949,6.345636361,6.50578406,0.693147181,3.258096538,3.663561646,2.302585093,2.302585093,3.401197382,0,2.054123734
1,5,0,0,0,1,1,1,4,0,8,727,364,406,9,23,40,20,8,28,5,10,6.588926478,5.897153868,6.00635316,2.197224577,3.135494216,3.688879454,2.995732274,2.079441542,3.33220451,1.609437912,2.302585093
0,5,0,0,0,1,1,1,2,1,8,1002,248,335,22,68,67,5,5,31,11,3.190476191,6.909753282,5.513428746,5.814130532,3.091042453,4.219507705,4.204692619,1.609437912,1.609437912,3.433987204,2.397895273,1.160170182
0,4,0,0,1,0,1,1,6,1,8,572,189,243,41,22,40,20,20,28,5,13.33333333,6.349138991,5.241747015,5.493061443,3.713572067,3.091042453,3.688879454,2.995732274,2.995732274,3.33220451,1.609437912,2.590267165
1,5,0,0,0,1,0,1,6,1,8,1219,549,612,8,26,40,20,20,36,18,20,7.105786129,6.308098442,6.416732283,2.079441542,3.258096538,3.688879454,2.995732274,2.995732274,3.583518938,2.890371758,2.995732274
0,3,0,1,0,0,0,1,3,0,8,774,441,478,7,37,49,8,5,22,5,6.125,6.651571874,6.089044875,6.169610732,1.945910149,3.610917913,3.891820298,2.079441542,1.609437912,3.091042453,1.609437912,1.812378756
0,5,0,0,0,1,1,1,7,1,8,2527,578,630,0,56,210,50,18,29,0,21,7.834788107,6.359573869,6.445719819,,4.025351691,5.347107531,3.912023005,2.890371758,3.36729583,,3.044522438
0,3,0,1,0,0,1,1,4,1,8,456,290,295,22,34,67,10,5,32,5,5.583333333,6.12249281,5.669880923,5.686975356,3.091042453,3.526360525,4.204692619,2.302585093,1.609437912,3.465735903,1.609437912,1.71978597
1,2,1,0,0,0,0,1,6,0,9,812,445,467,0,66,219,10,10,35,11,9.125,6.69950034,6.098074282,6.146329258,,4.189654742,5.38907173,2.302585093,2.302585093,3.555348061,2.397895273,2.211017899
0,4,0,0,1,0,1,1,4,1,5,1408,552,655,2,52,83,7,5,28,12,5.533333333,7.249925537,6.313548046,6.484635236,0.693147181,3.951243719,4.418840608,1.945910149,1.609437912,3.33220451,2.48490665,1.710790407
1,5,0,0,0,1,1,1,6,0,1,569,227,285,29,63,101,5,2,30,3,2.463414634,6.343880434,5.424950017,5.65248918,3.36729583,4.143134726,4.615120517,1.609437912,0.693147181,3.401197382,1.098612289,0.90154845
1,3,0,1,0,0,0,1,1,1,2,338,145,218,53,79,155,15,10,17,5,9.6875,5.823045895,4.976733742,5.384495063,3.970291914,4.369447852,5.043425117,2.708050201,2.302585093,2.833213344,1.609437912,2.270836395
0,5,0,0,0,1,1,1,6,1,8,1915,408,468,5,25,37,11,10,31,5,9.25,7.557472902,6.011267174,6.148468296,1.609437912,3.218875825,3.610917913,2.397895273,2.302585093,3.433987204,1.609437912,2.224623552
0,4,0,0,1,0,0,1,2,1,2,435,353,360,18,65,173,10,9,32,2,5.766666667,6.075346031,5.866468057,5.886104031,2.890371758,4.17438727,5.153291594,2.302585093,2.197224577,3.465735903,0.693147181,1.752094213
0,4,0,0,1,0,0,1,2,1,8,1015,443,495,6,103,228,35,20,22,4,15.2,6.922643891,6.09356977,6.204557763,1.791759469,4.634728988,5.429345629,3.555348061,2.995732274,3.091042453,1.386294361,2.721295428
1,2,1,0,0,0,1,1,4,1,8,917,295,378,19,27,29,5,5,29,15,4.142857143,6.821107472,5.686975356,5.934894196,2.944438979,3.295836866,3.36729583,1.609437912,1.609437912,3.36729583,2.708050201,1.421385681
1,3,0,1,0,0,1,1,2,1,5,680,306,341,8,51,96,9,6,31,4,5.052631579,6.522092798,5.723585102,5.831882477,2.079441542,3.931825633,4.564348191,2.197224577,1.791759469,3.433987204,1.386294361,1.619909212
0,3,0,1,0,0,1,2,7,1,8,1269,592,646,5,21,22,10,7,28,3,7.333333333,7.145984468,6.383506635,6.470799504,1.609437912,3.044522438,3.091042453,2.302585093,1.945910149,3.33220451,1.098612289,1.992430165
1,2,1,0,0,0,1,1,4,1,4,632,346,381,17,49,58,10,10,37,2,2.636363636,6.448889394,5.846438775,5.942799375,2.833213344,3.891820298,4.060443011,2.302585093,2.302585093,3.610917913,0.693147181,0.969400557
0,3,0,1,0,0,1,1,4,0,8,343,302,308,21,16,20,20,20,37,5,20,5.837730447,5.710427017,5.730099783,3.044522438,2.772588722,2.995732274,2.995732274,2.995732274,3.610917913,1.609437912,2.995732274
0,5,0,0,0,1,0,1,2,0,0,931,199,263,20,74,425,100,100,33,20,85,6.836259277,5.293304825,5.572154032,2.995732274,4.304065093,6.052089169,4.605170186,4.605170186,3.496507561,2.995732274,4.442651256
0,5,0,0,0,1,1,1,4,1,4,2078,388,483,5,46,115,25,10,31,6,14.375,7.639161172,5.96100534,6.180016654,1.609437912,3.828641396,4.744932128,3.218875825,2.302585093,3.433987204,1.791759469,2.665490587
0,5,0,0,0,1,1,1,4,1,6,0,0,0,0,47,81,6,3,29,1,3.52173913,,,,,3.850147602,4.394449155,1.791759469,1.098612289,3.36729583,0,1.258954939
0,3,0,1,0,0,0,1,5,1,8,450,301,329,17,21,35,20,20,32,5,17.5,6.109247583,5.707110265,5.796057751,2.833213344,3.044522438,3.555348061,2.995732274,2.995732274,3.465735903,1.609437912,2.862200881
0,5,0,0,0,1,0,1,1,0,0,722,163,221,47,63,114,20,15,36,11,12.66666667,6.582025139,5.093750201,5.398162702,3.850147602,4.143134726,4.736198448,2.995732274,2.708050201,3.583518938,2.397895273,2.538973871
0,3,0,1,0,0,0,1,1,1,0,1625,161,366,39,33,53,15,10,31,19,10.6,7.393263095,5.081404365,5.902633333,3.663561646,3.496507561,3.970291914,2.708050201,2.302585093,3.433987204,2.944438979,2.360854001
0,5,0,0,0,1,1,1,7,1,8,5908,1500,1152,6,23,200,100,100,28,5,66.66666667,8.684062644,7.313220387,7.049254841,1.791759469,3.135494216,5.298317367,4.605170186,4.605170186,3.33220451,1.609437912,4.199705078
0,4,0,0,1,0,1,1,2,0,8,1038,500,589,4,54,54,20,20,30,13,9,6.945051064,6.214608098,6.378426184,1.386294361,3.988984047,3.988984047,2.995732274,2.995732274,3.401197382,2.564949357,2.197224577
1,5,0,0,0,1,1,1,4,1,2,1303,314,373,25,50,82,12,10,31,6,9.111111111,7.172424577,5.749392986,5.92157842,3.218875825,3.912023005,4.406719247,2.48490665,2.302585093,3.433987204,1.791759469,2.20949467
1,5,0,0,0,1,1,1,3,1,8,1324,568,599,4,28,47,7,6,31,4,5.222222222,7.188412736,6.342121419,6.395261598,1.386294361,3.33220451,3.850147602,1.945910149,1.791759469,3.433987204,1.386294361,1.652923024
0,5,0,0,0,1,0,1,6,1,9,1025,458,512,8,44,77,20,17,32,11,15.4,6.932447892,6.126869184,6.238324625,2.079441542,3.784189634,4.343805422,2.995732274,2.833213344,3.465735903,2.397895273,2.734367509
0,4,0,0,1,0,1,1,5,1,8,829,387,429,9,25,36,11,10,30,4,9,6.720220155,5.958424693,6.061456919,2.197224577,3.218875825,3.583518938,2.397895273,2.302585093,3.401197382,1.386294361,2.197224577
0,4,0,0,1,0,1,1,4,0,8,530,297,317,24,15,15,15,15,37,5,15,6.272877007,5.693732139,5.758901774,3.17805383,2.708050201,2.708050201,2.708050201,2.708050201,3.610917913,1.609437912,2.708050201
0,5,0,0,0,1,1,1,2,0,5,1167,412,483,6,47,74,5,5,29,5,3.894736842,7.062191632,6.021023349,6.180016654,1.791759469,3.850147602,4.304065093,1.609437912,1.609437912,3.36729583,1.609437912,1.359626114
0,3,0,1,0,0,0,1,3,0,8,609,344,382,5,22,22,10,7,30,4,7.333333333,6.411818268,5.840641657,5.945420609,1.609437912,3.091042453,3.091042453,2.302585093,1.945910149,3.401197382,1.386294361,1.992430165
0,2,1,0,0,0,1,1,2,1,0,470,212,264,34,58,86,15,15,28,3,10.75,6.152732695,5.356586275,5.575949103,3.526360525,4.060443011,4.454347296,2.708050201,2.708050201,3.33220451,1.098612289,2.374905755
1,5,0,0,0,1,1,1,4,1,8,639,195,231,34,33,68,15,13,37,2,9.714285714,6.459904454,5.272999559,5.442417711,3.526360525,3.496507561,4.219507705,2.708050201,2.564949357,3.610917913,0.693147181,2.273597556
1,3,0,1,0,0,1,1,4,1,0,546,238,273,26,63,122,10,5,30,2,3.8125,6.302618976,5.472270674,5.609471795,3.258096538,4.143134726,4.804021045,2.302585093,1.609437912,3.401197382,0.693147181,1.338285142
0,3,0,1,0,0,1,1,3,0,4,591,334,382,17,53,349,25,14,29,1,10.90625,6.381816017,5.811140993,5.945420609,2.833213344,3.970291914,5.855071922,3.218875825,2.63905733,3.36729583,0,2.389336019
0,4,0,0,1,0,1,1,4,0,8,343,240,299,17,36,50,8,6,32,13,6.25,5.837730447,5.480638923,5.700443573,2.833213344,3.583518938,3.912023005,2.079441542,1.791759469,3.465735903,2.564949357,1.832581464
0,5,0,0,0,1,0,1,1,0,1,734,234,273,22,53,127,25,20,32,1,18.14285714,6.598509029,5.455321115,5.609471795,3.091042453,3.970291914,4.844187086,3.218875825,2.995732274,3.465735903,0,2.898276937
1,4,0,0,1,0,1,1,7,1,8,1508,617,680,1,43,63,12,11,36,3,9,7.318539549,6.424869024,6.522092798,0,3.761200116,4.143134726,2.48490665,2.397895273,3.583518938,1.098612289,2.197224577
0,5,0,0,0,1,1,1,6,1,9,2484,662,675,0,48,76,20,20,36,2,9.5,7.817625443,6.495265556,6.514712691,,3.871201011,4.33073334,2.995732274,2.995732274,3.583518938,0.693147181,2.251291799
0,5,0,0,0,1,1,1,4,0,1,2154,252,329,23,38,155,11,9,32,1,8.611111111,7.675081858,5.529429088,5.796057751,3.135494216,3.63758616,5.043425117,2.397895273,2.197224577,3.465735903,0,2.153053359
0,5,0,0,0,1,1,1,2,1,2,1014,293,331,18,45,170,30,25,28,10,21.25,6.921658184,5.680172609,5.802118375,2.890371758,3.80666249,5.135798437,3.401197382,3.218875825,3.33220451,2.302585093,3.056356895
